Country Name,Country Code,rural_pop_percent_17,food_production_index_17,ag_land_area_17,arable_land_percent_2017,net_migration_2017,hiv_prevalence_2017,mat_mortality_ratio_2017,under5_mortality_ratio_2017,tubercul_incidence_2017,elec_access_2017,ren_energy_percent_2017,ffuel_energy_percent_2017,co2_emissions_2017,pop_air_pollution_2017,foreign_dir_inv_2017,atm_access_2017,adol_fertility_rate_2017,fem_labor_part_rate_2017,male_labor_part_rate_2017,fertility_rate_2017,dpt_immuniz_rate_2017,undernourished_rate_2017,cell_subscriptions_per100,internet_per_mil_2017,military_exp_2017,women_seats_percent_2017,male_bus_start_2017,female_bus_start_2017,patent_apps_2017,sci_articles_2017,pop_density_2017,HDI
Azerbaijan,AZE,44.657,107.73999786377,57.7956013645932,25.3381239263507,6002.0,0.1,26.0,22.8,66.0,44.657,1.91,,3.24334199859821,19.9286636166698,2867487000.0,32.16,55.838,63.2960014343262,70.0550003051758,1.75,95.0,2.5,102.8610548,259.487663578963,3.75630173249661,16.8,3.5,3.5,204.0,736.71,119.208741622511,0.754
Burundi,BDI,87.294,111.919998168945,79.1666666666667,46.7289719626168,10003.0,1.2,548.0,61.5,114.0,87.294,88.12,,0.0489516469819249,38.8962679482295,316473.449369742,,55.59,79.8610000610352,78.0110015869141,5.502,91.0,,54.68367609,4.61808015324637,1.8706521577989,36.3636363636364,4.0,4.0,3.0,13.19,421.61253894081,0.431
Belgium,BEL,2.039,101.910003662109,43.8243064729194,27.6089828269485,240000.0,,5.0,4.1,9.2,2.039,9.64,,8.15109567890864,12.8865184713072,-37288840312.4529,87.45,4.651,48.7330017089844,59.1759986877441,1.65,98.0,2.5,99.45303522,8300.54404519041,0.883680594960214,38.0,4.5,4.5,1001.0,16278.27,375.66571994716,0.93
Benin,BEN,53.232,105.330001831055,35.0301525363604,24.8315005321036,-10000.0,1.0,397.0,93.2,58.0,53.232,45.38,,0.614754528204892,38.9999587632257,200902719.348049,4.89,86.096,69.8460006713867,73.4560012817383,4.906,76.0,7.2,78.50459562,4.20574429504209,0.920613124425981,7.2289156626506,8.0,9.0,,209.42,99.1059950336999,0.541
Burkina Faso,BFA,71.257,92.5400009155273,44.2251461988304,21.9298245614035,-125000.0,0.8,320.0,94.1,49.0,71.257,69.08,,0.222474208149502,42.9355925055958,2572690.32188177,3.97,104.329,57.7480010986328,73.5810012817383,5.271,91.0,12.4,93.50365342,1.92776246798612,1.55627317925717,11.0236220472441,13.0,13.0,,216.88,70.150716374269,0.443
Bangladesh,BGD,64.142,107.860000610352,70.5794729968503,59.5938388261504,-1847503.0,,173.0,34.2,221.0,64.142,28.36,,0.496851846843868,60.8457845768598,1810395803.56746,8.36,82.962,36.109001159668,80.1350021362305,2.062,98.0,12.5,94.5264735,65.2094595410811,1.24025612590731,20.2857142857143,19.5,19.5,61.0,2990.72,1226.74518706307,0.625
Bulgaria,BGR,25.331,106.230003356934,46.3294030950626,32.1396462785556,-24001.0,,10.0,7.3,25.0,25.331,17.12,,6.2012902397538,19.1491323370921,2007290000.0,94.67,39.86,49.5040016174316,61.6510009765625,1.56,92.0,3.1,120.1404474,32308.3256559157,1.226243678323,23.75,23.0,23.0,202.0,2808.03,65.1800571112749,0.813
Bahrain,BHR,10.814,122.360000610352,11.025641025641,2.05128205128205,239000.0,,14.0,7.3,12.0,10.814,0.0,,20.4273276797405,70.8162076823101,518882978.723404,,13.368,43.7910003662109,86.3359985351563,2.01,97.0,,158.2568089,359.419226719908,4.33877531046373,7.5,8.0,9.0,8.0,259.34,1915.48333333333,0.852
"Bahamas, The",BHS,17.075,100.319999694824,1.3986013986014,0.799200799200799,4999.0,1.3,70.0,13.3,15.0,17.075,1.44,,5.68436348567763,17.3677204858567,304587573.117333,122.95,30.001,69.8990020751953,75.6119995117188,1.762,94.0,,92.60913413,1508.8448168823,,12.8205128205128,21.5,21.5,4.0,20.4,38.1367632367632,0.812
Bosnia and Herzegovina,BIH,52.124,94.6999969482422,43.515625,20.703125,-107926.0,,10.0,6.1,29.0,52.124,18.52,,6.76705064163926,27.7476689647337,509429047.915133,53.89,9.642,32.3470001220703,52.798999786377,1.276,75.0,2.5,102.6423792,1499.0150778718,0.864182657718917,21.4285714285714,80.0,80.0,87.0,724.8,65.4596484375,0.777
Belarus,BLR,21.866,102.830001831055,41.8444258337849,28.2132124735209,43648.0,0.4,2.0,3.6,37.0,21.866,7.29,,5.92135145960453,18.7655799063811,1276300000.0,55.67,14.507,58.5820007324219,71.4120025634766,1.541,97.0,2.5,120.7921902,2269.27000337985,1.14628901484848,34.5454545454545,9.0,9.0,434.0,1064.9,46.5983004088871,0.823
Belize,BLZ,54.399,104.809997558594,7.54055238930294,3.94563787812363,6000.0,1.3,36.0,13.7,36.0,54.399,36.25,,1.70314679181661,23.0118921090113,31831615.5013862,38.51,68.487,48.8479995727539,79.5419998168945,2.346,88.0,6.7,63.72026431,8002.12893353736,1.25536491469368,9.375,48.0,48.0,,11.38,16.4741341516879,0.714
Bolivia,BOL,30.92,102.080001831055,34.6053724729992,3.91488968891351,-47520.0,0.2,155.0,28.6,111.0,30.92,7.27,,2.03254701906654,21.5689865956858,712474137.775022,39.66,64.9,59.1590003967285,78.161003112793,2.777,84.0,12.5,97.94841441,109.534182214311,1.53627769434853,53.0769230769231,41.0,41.0,59.0,88.05,10.3321822209914,0.714
Brazil,BRA,13.691,107.419998168945,28.3410663137971,6.67158004053533,106000.0,0.5,60.0,15.4,44.0,13.691,45.33,,2.19641817319378,12.7066294740724,68885491315.23,107.87,59.111,52.6240005493164,72.6279983520508,1.739,89.0,2.5,106.4644877,1581.63859997284,1.41448561149999,10.7212475633528,82.465,82.465,5480.0,58022.38,24.8660377787402,0.762
Barbados,BRB,68.841,103.26000213623,23.2558139534884,16.2790697674419,-397.0,,27.0,13.4,0.0,68.841,5.13,,4.1225730011561,23.0801758047572,206157362.7,26.3,33.55,60.5060005187988,68.6050033569336,1.615,90.0,4.3,115.1391179,768.615339465952,,16.6666666666667,16.0,16.0,,48.84,665.648837209302,0.81
Brunei Darussalam,BRN,22.688,98.5299987792969,2.73244781783681,0.94876660341556,0.0,,31.0,11.0,64.0,22.688,0.01,,17.1739134657453,5.90306546792381,467927550.316567,69.59,10.272,56.2879981994629,68.6429977416992,1.881,99.0,2.5,128.3313662,1620.80281567373,2.86516990658642,9.09090909090909,12.0,13.0,8.0,214.24,80.546679316888,0.836
Bhutan,BTN,59.833,105.48999786377,13.4490352348993,2.4774538590604,1600.0,0.2,183.0,30.7,145.0,59.833,83.63,,1.30103026653714,37.926503204094,-16553759.9525493,39.45,20.184,54.6430015563965,69.8830032348633,1.994,98.0,,97.99614519,118.031608328203,,8.51063829787234,12.0,12.0,,44.3,19.5460098573826,0.649
Botswana,BWA,31.3,94.9800033569336,45.6330174862809,0.458066451396609,14999.0,21.4,144.0,47.8,300.0,31.3,26.12,,3.32414843012488,23.094386181065,260575129.351448,35.42,46.061,55.6720008850098,64.8899993896484,2.91,95.0,28.9,146.9601556,68.4783653715337,3.00587880312343,9.52380952380952,48.0,48.0,3.0,234.51,3.89087572565419,0.73
