"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"IT.NET.SECR.P6","Secure Internet servers (per 1 million people)","The number of distinct, publicly-trusted TLS/SSL certificates found in the Netcraft Secure Server Survey.","Netcraft (http://www.netcraft.com/) and World Bank population estimates.",
