"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Guyana","GUY","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","37","38","27","23","19","18","18","18","18","18","18","18","18","","",
"High income","HIC","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.8333333333333","32.0232558139535","27.6702127659574","26.5","23.2211538461538","20.4528301886792","19.7358490566038","18.6792452830189","16.4181818181818","16.5357142857143","15.7646551724138","14.4612068965517","11.9181034482759","11.8836206896552","11.2025862068966","11.9110169491525","10.7093220338983","","",
"Hong Kong SAR, China","HKG","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","11","11","11","6","6","2.5","2.5","2.5","2.5","1.5","1.5","1.5","1.5","1.5","","",
"Honduras","HND","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","61","69","57","20","20","14","43","43","43","43","43","41","42","42","42","42","","",
"Heavily indebted poor countries (HIPC)","HPC","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.2068965517241","55.8235294117647","59.0540540540541","56.2105263157895","50.5263157894737","49.9473684210526","47.5263157894737","44","33.7368421052632","32.2763157894737","26.6447368421053","23.3552631578947","24.0769230769231","23.4871794871795","22.9102564102564","22.9487179487179","22.4615384615385","","",
"Croatia","HRV","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","25","22.5","22.5","22.5","20.5","20","22.5","22.5","22.5","22.5","22.5","22.5","22.5","19.5","","",
"Haiti","HTI","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","260","202","202","202","202","224","224","134","134","134","97","97","97","97","97","97","97","","",
"Hungary","HUN","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","54","39","39","17","6","5","5","5","7","7","7","7","7","7","7","7","","",
"IBRD only","IBD","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.4489795918367","51.9313725490196","60.3083333333333","55.7295081967213","51.8934426229508","47.6967213114754","45.0655737704918","44.4344262295082","41.827868852459","40.9516129032258","32.5544117647059","29.9969117647059","29.2617647058824","29.2889705882353","26.6791911764706","24.3188235294118","23.4013970588235","","",
"IDA & IBRD total","IBT","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.3163265306122","54.1839622641509","57.86","54.3661417322835","50.1062992125984","46.9173228346457","44.296875","42.25390625","37.33984375","36.6450381679389","30.606","27.6542142857143","27.4687943262411","26.9685815602837","25.2170567375887","23.8021276595745","22.9221631205674","","",
"IDA total","IDA","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.1836734693878","56.2727272727273","55.6","53.1060606060606","48.4545454545455","46.1969696969697","43.5970149253731","40.2686567164179","33.2537313432836","32.7753623188406","28.7658333333333","25.4416666666667","25.7986301369863","24.8071232876712","23.8550684931507","23.3208219178082","22.4757534246575","","",
"IDA blend","IDB","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","62.625","50","49.3076923076923","46.1538461538462","54.3076923076923","51.3846153846154","45.1538461538462","43.3846153846154","44.2307692307692","37.8533333333333","29.2533333333333","28.7866666666667","26.028","23.4946666666667","20.4946666666667","19.1153333333333","","",
"Indonesia","IDN","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.95","53.94","49.26","26.3","24.54","21","12.64","","",
"IDA only","IDX","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.7142857142857","55.1914893617021","57","54.0377358490566","49.0188679245283","44.2075471698113","41.7222222222222","39.0925925925926","30.8148148148148","30.1160714285714","26.3743859649123","24.4385964912281","25.0258620689655","24.4913793103448","23.948275862069","24.051724137931","23.3448275862069","","",
"Isle of Man","IMN","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.65","35","30","28.47","29.765","16.47","17.47","","",
"Not classified","INX","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","24","24","19","19","19","19","19","19","16","16","12","12","11","11","11","11","","",
"Iran, Islamic Rep.","IRN","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","81","80","80","80","80","62","64","64","73","73","72","72","72","72","72","72","","",
"Iraq","IRQ","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","30","29","30","30","30","30","30","27","27","27","34","34","26","26","26","","",
"Iceland","ISL","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","5","5","4.5","4.5","4.5","12","12","11.5","11.5","11.5","11.5","","",
"Israel","ISR","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","18","18","18","18","18","18","18","18","19","12","12","12","11","11","11","11","","",
"Italy","ITA","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","15","15","15","15","12","12.5","12.5","12.5","12.5","12.5","11.5","11","11","11","11","11","","",
"Jamaica","JAM","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","31","8","8","8","8","8","8","7","7","6","15","3","10","3","3","3","","",
"Jordan","JOR","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","26","16","16","13","13","12","12","12","12","12","12","12","12","12","12","12","","",
"Japan","JPN","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.65","11.15","11.15","11.15","11.15","11.15","11.15","","",
"Kazakhstan","KAZ","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","32","31","27","27","27","26","25","25","25","18","16","11","9","9","5","5","","",
"Kenya","KEN","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","47","55","55","45","33","33","33","35","34","34","32","28","22","23","23","23","","",
"Kyrgyz Republic","KGZ","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","21","21","21","21","19","15","14","14","14","10","10","10","10","10","10","10","","",
"Cambodia","KHM","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","95","87","86","86","102","102","102","102","102","101","101","87","99","99","99","99","","",
"Kiribati","KIR","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","31","31","31","31","31","31","31","31","31","31","31","31","31","31","31","31","","",
"St. Kitts and Nevis","KNA","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","19","19","19","19","19","19","19","18.5","18.5","18.5","18.5","18.5","18.5","18.5","","",
"Korea, Rep.","KOR","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","17","17","17","17","17","14","14","9","8","8","8","8","8","8","8","8","","",
"Kuwait","KWT","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","35","35","35","35","35","32","32","32","31","31","61","38","35","19","","",
"Latin America & Caribbean (excluding high income)","LAC","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.6428571428571","73","85.4761904761905","81.7142857142857","74.5952380952381","73.7380952380952","70.3333333333333","66.1904761904762","65.6666666666667","64.9047619047619","38.654347826087","32.695652173913","31.9734782608696","31.2121739130435","30.864347826087","26.3721739130435","26.0667391304348","","",
"Lao PDR","LAO","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135","135","135","116","86","86","86","86","78","88","88","88","187","174","174","174","173","","",
"Lebanon","LBN","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","53","53","53","53","18","15","15","15","15","15","15","15","15","15","15","15","","",
"Liberia","LBR","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","69","33","21","21","7","7","6","6","6","6","6","18","18","","",
"Libya","LBY","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","35","35","35","35","35","","",
"St. Lucia","LCA","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","20","20","20","14","14","11","11","11","11","11","11","11","11","11","","",
"Latin America & Caribbean","LCN","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.3157894736842","67.5","74.7931034482759","70.6551724137931","64.3","63.4666666666667","61.7833333333333","58.4","53.9516129032258","53.4354838709677","35.6530303030303","30.8030303030303","31.7239393939394","32.1781818181818","31.9357575757576","28.7593939393939","28.0919696969697","","",
"Least developed countries: UN classification","LDC","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.9354838709677","66.5277777777778","67.55","63.7560975609756","58.5853658536585","52.9268292682927","51.1463414634146","46.4390243902439","36.0731707317073","35.1046511627907","31.0077272727273","27.5454545454545","27.9666666666667","27.4555555555556","26.9666666666667","27.1444444444444","26.3444444444444","","",
"Low income","LIC","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.7368421052632","49.3181818181818","56.7083333333333","53.04","47.96","42","39.04","36.72","27.4","26.25","23.2115384615385","21.8653846153846","23.037037037037","22.5185185185185","21.8703703703704","22.2222222222222","21.4814814814815","","",
"Liechtenstein","LIE","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","46","","",
"Sri Lanka","LKA","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","46","46","46","42","44","44","38","35","11","11","11","10","9","9","9","8","","",
"Lower middle income","LMC","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.575","60.8604651162791","56.8125","55.25","50.7395833333333","49.4895833333333","47.15625","43.46875","38.71875","37.8265306122449","34.3192592592593","30.1896296296296","28.8066666666667","27.6238888888889","26.7912037037037","25.2016666666667","24.172962962963","","",
"Low & middle income","LMY","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.6703296703297","54.495","59.2565217391304","55.8846153846154","51.3076923076923","47.8205128205128","44.8432203389831","42.7076271186441","38.0635593220339","37.198347107438","30.7103076923077","27.6853076923077","27.1648854961832","26.2677099236641","24.3824809160305","22.6954198473282","21.9238549618321","","",
"Lesotho","LSO","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138","138","103","73","73","39","39","39","39","29","29","29","29","29","29","29","15","","",
"Late-demographic dividend","LTE","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.7575757575758","38.8888888888889","34.7","33.1428571428571","29.5681818181818","25.1111111111111","23.5","22.3888888888889","19.5888888888889","18.5222222222222","18.9830208333333","18.2486458333333","15.5130208333333","15.7284375","14.3117708333333","12.2769791666667","11.224375","","",
"Lithuania","LTU","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","26","26","26","26","22","22","19.5","8.5","5.5","5.5","5.5","5.5","5.5","5.5","","",
"Luxembourg","LUX","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","24","24","22","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","","",
"Latvia","LVA","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","16","16","16","16","15.5","15.5","15.5","15.5","15.5","12.5","12.5","5.5","5.5","5.5","5.5","5.5","","",
"Macao SAR, China","MAC","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","12","12","12","12","12","12","12","12","12","11.5","11.5","10.5","10","9","9","9","","",
"Monaco","MCO","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","32","30","31","23","16","10","10","9","9","7","7","6","6","5","4","4","","",
"Madagascar","MDG","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","47","42","20","12","12","12","12","12","12","12","12","13","12","8","8","8","","",
"Maldives","MDV","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","9","9","9","9","12","12","12","12","12","12","12","12","12","12","12","","",
"Middle East & North Africa","MEA","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.1071428571429","40.59375","38.6764705882353","37.3823529411765","32.5","24.1315789473684","22.6052631578947","22.7368421052632","22.975","24.2142857142857","22.8333333333333","22.0714285714286","22.1190476190476","23.1428571428571","20.9285714285714","20.0952380952381","19.2619047619048","","",
"Mexico","MEX","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.415","8.415","8.415","8.415","8.415","8.415","8.415","","",
"Marshall Islands","MHL","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","17","17","17","17","17","17","17","17","17","17","17","17","17","17","17","17","","",
"Middle income","MIC","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.1805555555556","55.9551282051282","59.9285714285714","56.6576086956522","52.2173913043478","49.4021739130435","46.4032258064516","44.3172043010753","40.9301075268817","40.1947368421053","32.585","29.1402884615385","28.2365384615385","27.2410576923077","25.0346634615385","22.8182692307692","22.0387019230769","","",
"North Macedonia","MKD","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","60","60","31","28","22","17","16","16","15","15","15","15","15","15","15","15","","",
"Mali","MLI","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","33","27","42","25","25","8","8","8","8","11","11","8.5","8.5","11","11","11","","",
"Malta","MLT","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.5","38.5","38.5","33.5","28","26","16","16","20.5","","",
"Myanmar","MMR","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","77","77","16","14","14","14","7","","",
"Middle East & North Africa (excluding high income)","MNA","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.2222222222222","41.9090909090909","39.6666666666667","39.3333333333333","38.5833333333333","27.4166666666667","25.4166666666667","25.4166666666667","25.3333333333333","27.6923076923077","25.9615384615385","25.1923076923077","25.8076923076923","25.9230769230769","25.2307692307692","24.5384615384615","24.6153846153846","","",
"Montenegro","MNE","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","26","23","14","12","12","12","12","12","12","12","12","12","12","","",
"Mongolia","MNG","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","17","17","17","17","17","17","17","17","16","16","16","12","12","12","12","12","","",
"Northern Mariana Islands","MNP","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177","179","179","117","32","34","34","21","21","21","21","21","21","21","17","17","17","","",
"Mauritania","MRT","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","82","82","82","50","19","19","19","19","19","19","8","8","8","6","6","6","","",
"Mauritius","MUS","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","46","46","7","6","6","6","6","6","6","6","6","6","5","5","4.5","","",
"Malawi","MWI","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","37","37","37","37","37","36","36","36","37","40","38","38","37","37","37","37","","",
"Malaysia","MYS","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","37","31","20","18","17","8","9","9","7","7","23","23","13","17","","",
"North America","NAC","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.5","3.5","3.5","3.5","5.5","5.5","5.5","5.5","5.5","5.85","5.55","3.55","3.55","3.55","3.55","2.85","","",
"Namibia","NAM","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","85","95","95","99","66","66","66","66","66","66","66","66","66","54","54","54","","",
"New Caledonia","NCL","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","32","24","20","18","18","18","18","18","16","16","11","8","10","10","","",
"Nigeria","NGA","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3","30.3","30.3","24.92","18.92","10.92","7.23","","",
"Nicaragua","NIC","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","40","40","40","39","39","39","39","39","39","37","14","14","14","14","14","14","","",
"Netherlands","NLD","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","9","8","8","8","8","8","8","5","4","3.5","3.5","3.5","3.5","3.5","3.5","","",
"Norway","NOR","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","18","8","7","8","6","6","6","6","6","6","5","4","4","4","4","4","","",
"Nepal","NPL","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","31","31","31","31","31","31","31","29","29","17","17","17","17","18.5","18.5","22.5","","",
"Nauru","NRU","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","12","12","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","","",
"OECD members","OED","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.8030303030303","33.9411764705882","27.4852941176471","24.8714285714286","22.4142857142857","19.1285714285714","17.8285714285714","16.8714285714286","15.0142857142857","14.3714285714286","12.4148684210526","11.3332894736842","10.5175","10.0964473684211","10.0964473684211","10.0438157894737","9.48065789473684","","",
"Oman","OMN","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","43","40","15","13","13","9","9","9","9","9","7","4","4","4","","",
"Other small states","OSS","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","85.4","79.7368421052632","76.3809523809524","66.8913043478261","59.2291666666667","55.3958333333333","52.5833333333333","36","35.6153846153846","33.5384615384615","29.5192307692308","24.8269230769231","24.5769230769231","18.4615384615385","18.0769230769231","15.5192307692308","","",
"Pakistan","PAK","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","20","20","20","19.5","16.5","16.5","","",
"Panama","PAN","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","18","18","18","18","12","12","9","8","7","6","6","6","6","6","6","6","","",
"Peru","PER","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.5","100.5","104.5","74.5","74.5","67","41","42.5","41.5","41.5","41.5","41.5","41.5","41","41","26","26","","",
"Philippines","PHL","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","37","35","35","35","34","34","29","28","28","28","26","25","25","39","34","33","","",
"Palau","PLW","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","24","24","28","28","28","28","28","28","28","28","28","28","28","28","28","28","","",
"Papua New Guinea","PNG","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","52","52","52","52","52","52","52","52","52","53","53","53","41","41","41","41","","",
"Poland","POL","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","63","52","45","45","45","39","39","39","39","37","37","37","37","37","37","37","","",
"Pre-demographic dividend","PRE","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.3333333333333","55.2413793103448","62.3636363636364","59.9411764705882","54.4411764705882","52.4117647058824","50.3823529411765","46.8529411764706","38.3529411764706","36.0428571428571","30.9944444444444","25.9388888888889","26.0621621621622","25.2410810810811","21.2545945945946","21.1464864864865","20.5602702702703","","",
"Puerto Rico","PRI","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","7","7","7","7","7","7","6","6","6","6","6","5.5","5.5","5.5","5.5","","",
"Korea, Dem. People's Rep.","PRK","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
