"Data Source","World Development Indicators",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Gabon","GAB","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.45","5.83","6.29","6.48","7.47","8.96","10.19","11.76","12.85","","","","","","","","",
"United Kingdom","GBR","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117.65","120.94","125.8","125.56","121.15","121.92","123.42","125.92","128.51","129.51","131.29","129.5","127.94","115.44","110.28","98.63","",
"Georgia","GEO","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.15","5.85","13.84","26.55","42.31","43.65","48.28","50.96","63.42","68.11","71.02","70.13","74.42","76.03","77.62","85.08","90.89","",
"Ghana","GHA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.79","3.83","3.87","4","5.36","7.94","7.98","9.99","10.92","11.29","11.51","11.14","11.45","",
"Gibraltar","GIB","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08","0.25","0.26","0.33","0.46","0.56","0.77","1.01","1.23","1.5","1.87","2.29","2.46","2.45","2.5","2.53","2.54","",
"Gambia, The","GMB","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","0.58","0.9","1.42","3.05","3.25","3.94","5.05","5.35","5.62","5.7","7.62","8.85","7.55","8.16","8.64","",
"Guinea-Bissau","GNB","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","1.46","2.08","4.04","4.34","4.22","4.98","4.85","4.72","5.58","6.12","",
"Equatorial Guinea","GNQ","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.8","2.47","2.35","2.93","5.42","6.11","5.24","5.44","7.4","9.21","10.23","10.45","10.88","12.63","",
"Greece","GRC","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.55","70.99","76.69","80.43","80.24","78.61","74.79","73.01","62.2","59.46","58.68","59.28","61.56","62.28","63.37","63.88","",
"Grenada","GRD","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.71","35.89","36.69","40.09","43.38","45.27","48.29","46.71","36.52","44.61","31.09","39.23","42.53","41.19","43.43","44.48","41.97","",
"Greenland","GRL","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.02","30.82","33.17","35.26","36.07","37.55","37.91","36.84","36.93","36.09","",
"Guam","GUM","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.33","11.15","12.06","13.14","13.77","13.97","14.57","15.15","16.09","15.88","16.24","16.78","18.98","20.23","20.74","20.92","20.76","",
"High income","HIC","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.26","62.885","69.675","70.015","68.73","70.77","67.45","66.595","66.285","63.61","63.115","68.065","68.015","67.3","67.92","68.095","63.13","",
"Hong Kong SAR, China","HKG","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.8","41.13","42.27","41.65","42.82","44.16","46.88","49.62","48.91","50.15","49.76","49.41","50.65","50.43","51.8","53.18","52.04","",
"Honduras","HND","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.38","5.87","7.58","10.47","13.27","15.64","16.28","21.37","21.82","22.88","22.63","23.25","23.81","23.72","24.3","25.4","24.87","",
"Heavily indebted poor countries (HIPC)","HPC","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.56","0.6","0.95","1.23","1.545","2.22","2.87","3.59","4.49","4.49","4.64","4.95","4.885","4.83","5.135","6.12","",
"Croatia","HRV","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.52","72.45","82.13","91.74","99.01","104.46","109.79","112.87","113.9","116.77","122.98","127.41","140.01","147.31","156.8","141.56","",
"Haiti","HTI","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.09","1.3","2.03","2.26","2.11","3.81","","",
"Hungary","HUN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.72","41.43","44.75","50.34","54.28","55.73","56.69","57.7","56.48","57.12","57.83","57.25","59.44","60.93","60.56","60.94","59.96","",
"IBRD only","IBD","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.24","14.86","17.94","25.33","27.86","29.17","34.05","34.845","37.69","42.02","45.105","46.55","50.325","49.12","49.815","50.55","50.87","",
"IDA & IBRD total","IBT","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","4.95","8.115","11.92","13.11","14.425","13.2","13.885","15.405","20.65","22.63","23.495","24.24","26.375","28.47","29.445","31.42","",
"IDA total","IDA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.62","0.95","1.53","2.385","3.05","3.36","3.905","4.32","4.905","5.62","6.045","6.17","6.995","6.765","7.275","8.395","",
"IDA blend","IDB","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.81","0.97","1.825","3.32","3.39","3.9","4.28","4.41","5.29","6.29","7.27","7.73","9.01","9.5","9.8","8.6","9.645","",
"Indonesia","IDN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.56","9.32","10.49","11.46","13.11","14.12","13.04","16.45","35.73","42.02","49.21","52.97","54.34","55.14","54.37","53.41","51.66","",
"IDA only","IDX","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58","0.74","1.34","2.32","2.955","3.15","3.71","4.26","4.86","5.315","5.52","5.39","5.39","5.885","6.09","7.97","",
"Isle of Man","IMN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29","2.73","3.37","4.27","5.29","7.24","8.82","10.95","12.82","17.73","19.64","21.17","22","21.65","20.95","21.5","",
"Not classified","INX","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.36","88.68","89.62","92.5","95.4","94.39","90.39","88.31","84.59","84.67","98.75","92.06","90.65","89.58","78.79","73.41","59.91","",
"Iran, Islamic Rep.","IRN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.49","8.54","14.02","18.27","23.48","30.58","36.27","46.19","51.69","57.18","67.57","72.67","77.52","88.65","","","",
"Iraq","IRQ","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","1.2","2.22","2.17","2.17","1.08","1.61","1.86","2.38","2.85","3.65","4.16","5.35","",
"Iceland","ISL","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105.9","111.29","106.25","106.48","101.71","79.14","81.38","75.94","73.87","76.18","78.69","73.59","88.85","88.81","86.29","78.01","59.61","",
"Israel","ISR","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.76","58.14","76.89","81.52","87.46","101.24","120.92","122.48","122.8","123.05","123.07","101.52","111.05","121.38","128.38","133.15","133.3","",
"Italy","ITA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.27","75.44","80.02","87.41","99.26","106.98","100.01","101.61","99.33","92.45","92.45","96.25","94.09","92.38","91.04","91.03","90.31","",
"Jamaica","JAM","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6","19.27","21.43","21.5","22.77","24.28","25.01","26.28","26.84","27.49","30.05","30.69","32.05","33.57","34.32","36.02","39.7","",
"Jordan","JOR","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.71","22.67","23.42","24.65","24.92","24.84","24.9","25.13","24.12","26.71","27.5","29.41","26.13","30.56","",
"Japan","JPN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.37","123.9","124.12","125.13","125.45","132.81","130.93","128.58","127.91","128.32","127.52","127.65","127.77","127.66","127.38","124.12","121.71","",
"Kazakhstan","KAZ","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.97","14.79","19.55","37.12","51.97","56.87","61.35","64.8","68.57","70.55","72","71.12","73.92","74.59","84.26","85.94","95.78","",
"Kenya","KEN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.61","1.58","2.92","4.65","5.92","7.18","8.8","8.99","9.39","9.49","9.64","9.69","9.16","9.43","9.15","7.69","7.3","",
"Kyrgyz Republic","KGZ","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","0.95","1.19","2.36","4.67","8.34","7.33","11.93","15.62","20.65","24.83","30.29","31.41","33.61","37.01","39.29","41.81","",
"Cambodia","KHM","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.74","1.34","3.72","4.36","5.25","6.03","7.18","8.48","10.92","13.34","14.49","16.72","19.45","23.28","26.35","",
"Kiribati","KIR","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.48","10.27","14.35","","","","","","","","",
"St. Kitts and Nevis","KNA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.49","82.62","81.61","57.98","62.34","69.06","68.31","74.81","76.36","96.78","91.08","92.47","89.28","88.44","94.28","99.7","104.34","",
"Korea, Rep.","KOR","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208.16","212.14","218.24","234.22","241.8","247.09","265.38","281.23","288.45","288.59","280.81","275.88","271.56","272.59","266.97","264.62","","",
"Kuwait","KWT","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.27","35.17","40.25","46.78","50.89","51.83","50.15","50.72","55.05","53.66","56.4","56.51","63.93","65.98","73.26","81.07","78.56","",
"Latin America & Caribbean (excluding high income)","LAC","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6","19.27","21.43","25.31","26.99","26.06","27.935","27.05","30.82","33.32","34.26","36.325","37.94","38.64","36.86","38.83","40.4","",
"Lao PDR","LAO","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.64","4.84","8.71","10.85","12.9","17.85","19.75","22.97","23.95","25.74","25.74","26.89","27.39","",
"Lebanon","LBN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.9","28.75","29.98","31.44","32.98","34.11","34.97","34.4","35.06","34.95","35.12","35.96","36.58","37.99","39.41","39.25","36.64","",
"Liberia","LBR","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.17","1.55","1.49","1.44","1.35","1.64","1.79","2.01","1.95","2.73","3.38","3.66","3.65","",
"Libya","LBY","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.49","3.41","3.41","3.39","3.45","3.53","3.46","3.48","3.84","3.82","3.8","3.77","3.72","3.66","3.59","","","",
"St. Lucia","LCA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.34","29.65","30.54","32.96","32.12","29.82","44.14","45.53","46.26","45.64","44.36","43.83","37.18","42.93","42.51","42.81","43.14","",
"Latin America & Caribbean","LCN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.27","22.25","23.92","25.67","27.23","28.67","33.9","31","35.29","39.785","40.17","40.66","40.655","40.84","41.36","42.235","42.31","",
"Least developed countries: UN classification","LDC","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.405","0.61","1.045","1.49","1.96","2.455","3.18","3.815","4.635","4.52","4.68","4.95","4.885","5.19","5.58","6.27","",
"Low income","LIC","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","0.245","0.375","0.615","1.2","1.33","1.46","1.56","2.08","3.33","3.755","3.84","3.69","3.975","4.15","4.36","4.26","",
"Liechtenstein","LIE","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.27","11.11","12.51","13.36","15.05","15.8","16.49","16.89","17.2","","","","","","",
"Lower middle income","LMC","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.65","2.91","3.53","5.42","6.48","8.23","8.505","9.105","10.32","10.94","12.655","14.05","16.215","17.145","18.92","19.235","21.5","",
"Low & middle income","LMY","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.175","4.055","7.4","10.215","9.99","12.82","8.96","10.85","11.49","15.425","17.31","18.82","21.72","23.8","25.03","26.015","27.39","",
"Lesotho","LSO","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.64","3.51","3.66","4.66","5.49","6.37","7.08","7.87","9","10.7","11.16","12.98","14.72","14.48","14.38","14","13.92","",
"Late-demographic dividend","LTE","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.86","27.58","31.045","35.775","40.825","43.65","45.33","47.83","50.025","53.28","55.625","56.195","60","59.42","59.81","56.41","53.66","",
"Lithuania","LTU","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.27","38.19","41.87","49.05","54.38","57.43","59.51","50.49","51.83","49.89","51.2","49.01","48.24","46.69","46.93","38.5","37.85","",
"Luxembourg","LUX","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106.64","106.99","105.55","105.95","107.31","107.06","105.63","106.04","100.71","97.89","105.23","108.33","110.56","115.48","116.54","113.85","107.13","",
"Latvia","LVA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.61","45.91","50.17","60.78","68.09","71.68","75.53","68.29","72.88","68.44","62.82","63.01","61.28","61.96","61.34","58.25","57.39","",
"Macao SAR, China","MAC","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.43","54.65","65.23","87.11","113.68","131.08","139.4","153.36","175.64","213.94","219.58","246.89","282.43","313.21","324.17","322.7","321.33","",
"St. Martin (French part)","MAF","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.34","14.86","12.85","14.27","16.27","18.24","19.66","21.35","22.9","24.26","25.28","26.06","26.84","27.21","27.79","28.58","28.61","",
"Monaco","MCO","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.64","13.17","15.82","19.22","24.42","29.02","32.07","35.54","38.5","41.81","45","40.76","44.33","47.38","49.94","50.76","50.87","",
"Madagascar","MDG","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.28","0.58","0.74","1","1.23","1.33","1.4","1.56","1.71","1.8","2.05","2.28","2.55","2.8","2.94","3.06","3.13","",
"Maldives","MDV","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2","7.3","6.97","17.11","16.42","16.88","16.47","16.31","19.04","19.86","22.92","23.16","25.47","29.61","31.81","35.04","37.97","",
"Middle East & North Africa","MEA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.325","9.68","11.05","14.19","16.27","18.24","22.505","23.135","23.87","24.9","25.28","26.4","30.76","33.785","32.925","35.73","35.245","",
"Mexico","MEX","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.85","31.69","34.82","38.91","41.43","42.91","45.17","44.86","48.76","48.71","50.45","52.9","54.59","55.62","58.82","61.54","62.13","",
"Marshall Islands","MHL","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.95","2.94","2.94","2.93","5.85","5.83","5.82","5.81","5.8","5.79","6.18","6.03","5.74","5.74","",
"Middle income","MIC","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.31","8.66","10.77","14.065","15.72","17.875","19.66","22.78","23.87","24.58","25.205","30.29","31.73","31.935","32.85","34.49","35.6","",
"North Macedonia","MKD","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.55","17.94","31.73","45.31","49.21","51.12","51.25","49.65","54.05","55.6","60.66","60","59.42","59.81","61.54","57.41","",
"Mali","MLI","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.72","3.24","3.39","4.01","4.3","4.46","4.7","4.88","4.72","5.23","4.99","",
"Malta","MLT","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.26","44.99","41.25","46.72","47.31","48.71","52.22","55.26","60.21","58.7","55.31","55.27","55.04","54.81","52.47","48.86","44.69","",
"Myanmar","MMR","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.09","0.61","1.68","1.95","2.66","4.38","5.63","6.86","","",
"Middle East & North Africa (excluding high income)","MNA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.07","3.41","6.215","10.52","9.16","11.085","11.985","12.97","14.465","20.21","22.04","23.07","25.145","25.545","26.265","25.5","26.175","",
"Montenegro","MNE","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.28","26.02","40.12","53.07","60.05","64.17","66.2","69.6","71.56","70.95","76.12","77.92","80.98","87.05","81.12","81.64","",
"Mongolia","MNG","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.87","14.97","18.49","31.46","44.71","49.69","58.36","72.43","87.96","93.11","106.88","56.41","47.99","",
"Northern Mariana Islands","MNP","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.55004099826518","17.9431907705543","31.7258692978148","45.3051429374283","49.207068311476","51.1187295730968","51.2475802191361","49.6487294120938","54.0457296609357","55.5980705904179","60.6646275486806","60.0011318789074","59.4198638703022","59.8073742492449","61.5418177225509","","",
"Mozambique","MOZ","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.91","2.22","3.28","3.65","4.25","4.72","5.74","6.5","7.04","7.76","9.22","10.68","11.01","11.07","10.82","10.39","9.78","",
"Mauritania","MRT","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.25","4.71","6.51","7.93","9.43","10.08","10.24","10.46","10.4","11.02","",
