"Data Source","World Development Indicators",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Mauritius","MUS","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.93","33.85","34.93","38.96","38.06","39.51","40.88","43.43","44.33","44.88","45.04","45.59","44.5","43.49","43.17","42.78","42.06","",
"Malawi","MWI","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.76","1.49","1.44","1.53","1.78","2.68","3.05","3.93","4.44","4.78","5.05","5.21","4.95","4.97","4.85","4.71","","",
"Malaysia","MYS","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.73","31.74","37.42","42.55","47.03","51.31","56.12","56.97","57.14","55.65","54.27","50.61","50.86","50.24","56.09","55.56","",
"North America","NAC","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175.43","183.865","186.845","192.925","192.915","195.11","218.22","207.65","203.39","221.01","221.85","221.49","223.89","228.42","219.96","214.12","210.23","",
"Namibia","NAM","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.63","9.96","29.96","42","49.62","51.27","49.61","53.61","56.7","58.33","67.72","70.43","72.44","72.37","72.78","",
"New Caledonia","NCL","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58","0.91","0.93","1.25","1.26","1.45","1.52","1.73","1.66","1.62","1.63","",
"Nigeria","NGA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.68","1.78","4.48","8.64","11.46","11.23","11.94","11.49","13.31","16.19","16.21","16.74","16.33","16.93","17.19","16.15","",
"Nicaragua","NIC","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.31","4.58","5.77","6.82","7.79","8.23","8.37","9.53","11.42","14.36","15.95","18.21","17.88","17.57","22.16","22.08","21.5","",
"Netherlands","NLD","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.38","55.86","60.72","63.69","64.09","62.52","57.79","56.52","54.56","52.99","53.65","49.67","47.51","44.59","41.08","41.06","36.03","",
"Norway","NOR","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.14","58.76","59.93","59.78","59.22","57.6","55.25","54.47","52.73","50.5","48.32","45.81","39.02","36.37","34.48","31.58","32.33","",
"Nepal","NPL","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.35","7.6","8.52","9.3","9.56","10.34","10.97","14.28","16.46","19.8","",
"Nauru","NRU","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.04","62.25","69.46","69.64","71.79","72.57","72.22","76.38","74.82","72.38","70.61","69.07","65.74","65.57","64.38","62.75","54.1","",
"OECD members","OED","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.66","68.14","73.94","79.105","83.945","83.805","78.61","76.38","74.82","74.9","78.8","72.61","72.45","71.87","72.63","70.51","64.24","",
"Oman","OMN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.44","39.52","38.21","37.76","34.95","34.12","33.76","37.58","35.13","41.77","41.33","",
"Other small states","OSS","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.275","14.56","17.52","24.765","29.95","28.6","27.22","26.575","27.56","29.05","34.255","36.1","36.045","36.31","41.475","39.16","40.265","",
"Pakistan","PAK","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.74","1.16","1.87","2.72","3.39","3.9","4.28","4.72","5.29","6.29","7.27","8.45","9.45","10","10.45","10.84","11.14","",
"Panama","PAN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.75","34.68","38.39","39.74","44.97","50.7","55.95","61.36","67.68","69.25","70.48","69.95","73.65","72.68","",
"Peru","PER","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.61","11.37","13.62","16.44","20.21","23.87","27.14","31.74","39.09","41.96","56.73","123.1","110.69","107.5","112.65","126.71","124.3","",
"Philippines","PHL","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.31","11.43","12.31","12.5","13.17","14.01","15.11","16.8","18.85","21.93","23.18","25.04","27.04","28.14","28.9","28.98","29.72","",
"Palau","PLW","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.95","30.78","30.61","36.5","36.27","41.99","41.66","47.22","46.79","46.33","45.85","","","","",
"Papua New Guinea","PNG","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.71","3.62","3.53","3.92","4.52","4.85","5.34","6.68","6.64","7.21","7.43","7.36","8.98","8.59","8.18","8.32","8.15","",
"Poland","POL","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.44","27.58","31.09","35.99","43.14","48.69","50.89","53.86","56.24","58.3","63.41","68.45","72.45","71.87","70.92","70.51","67.84","",
"Pre-demographic dividend","PRE","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.59","0.665","1.045","1.325","1.55","2.39","2.78","3.42","4.04","4.46","4.62","4.9","4.88","4.81","5.23","5.735","",
"Puerto Rico","PRI","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142.6","154.4","163.16","176.94","187.18","192","194.63","191.19","184.92","180.42","176.87","173.42","168.78","167.99","165.77","170.19","165.27","",
"Paraguay","PRY","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.82","18.76","18.89","20.34","23.45","24.02","25.3","24.94","27.01","29.2","29.91","25.97","",
"West Bank and Gaza","PSE","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.99","10.52","11.84","14.48","15.33","16.72","18.61","20.21","22.04","23.07","23.58","23.88","24.74","24.87","23.74","",
"Pacific island small states","PSS","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.645","68.14","70.99","79.41","84.015","87.595","90.55","93.32","93.12","93.74","90.93","90.02","88.77","92.38","85.31","87.14","71.385","",
"French Polynesia","PYF","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.99","53.87","51.73","49.61","44.01","45.96","49.04","48.49","55.6","57.07","56.38","57.86","58.53","56.95","55.55","54.84","53.66","",
"Romania","ROU","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.29","24.24","33.68","42.19","53.32","56.51","59.24","64.9","65.03","63.9","65.12","68.65","66.78","66.83","64.71","64.39","62.79","",
"Russian Federation","RUS","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.23","22.82","32.44","45.03","61.63","72.43","95.59","117","142.14","156.61","185.41","172.74","168.75","164.04","161.11","165.46","164.93","",
"Rwanda","RWA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04","0.24","0.23","0.3","0.4","0.82","1.43","2.77","4.71","5.24","5.62","5.63","5.74","5.66","5.19","5.04","4.26","",
"South Asia","SAS","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13","0.68","1.11","2.72","3.39","3.9","4.28","6.035","6.445","7.405","8.285","9.005","9.45","10","10.45","10.84","15.47","",
"Saudi Arabia","SAU","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.17","29.13","37.03","44.1","49.93","53.69","56.47","58.39","60.42","63.35","68.2","73.2","74.03","74.1","73.96","73.34","66.75","",
"Sudan","SDN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.49","1.09","1.56","2.03","3.46","3.68","4.08","4.22","4.39","4.72","5.08","5.39","6.42","","","",
"Senegal","SEN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.99","4.67","4.98","4.95","5.11","5.52","5.7","5.7","5.53","6.1","6.42","",
"Singapore","SGP","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.84","47.52","48.06","50.49","50.71","52.85","59.11","59.7","59.22","58.21","57.5","58.05","55.81","63.1","64.59","58.78","54.01","",
"Solomon Islands","SLB","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.49","1.45","4.24","5.51","6.72","7.21","11.19","11.2","11.5","11.19","11.16","11.41","11.38","11.86","14.35","14.46","15.05","",
"Sierra Leone","SLE","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29","0.39","0.38","0.37","0.36","","","","","","","","","",
"El Salvador","SLV","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.45","22.72","23.92","25.35","27.86","29.17","29.26","29.28","30.57","33.34","33.38","35.76","36.61","37.24","35.25","35.68","36.29","",
"San Marino","SMR","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223.7","","","","205.88","207.56","220.25","182.89","191.64","171.29","140.45","",
"Somalia","SOM","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.84","22.29","34.31","41.29","45.12","47.4","47.17","46.5","44.72","44.13","45.47","50.3","45.43","48.38","50.34","52.03","",
"Sub-Saharan Africa (excluding high income)","SSA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.68","1.78","2.16","2.595","3.36","3.25","3.88","4.38","4.905","5.52","5.635","5.92","5.7","6.42","6.1","6.51","",
"South Sudan","SSD","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.63","0.66","0.75","1.11","1.05","0.86","0.51","0.49","0.67","0.7","",
"Sub-Saharan Africa","SSF","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.68","1.78","2.16","2.595","3.36","3.25","3.88","4.38","4.905","5.52","5.635","5.92","5.7","6.42","6.1","6.51","",
"Small states","SST","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6","16.72","19.81","21.5","29.95","28.6","27.635","27.12","27.56","29.05","34.255","36.1","36.045","36.31","41.475","39.16","40.265","",
"Sao Tome and Principe","STP","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.19","20.65","20.27","23.49","25.66","23.36","27.04","26.38","","","",
"Suriname","SUR","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.47","19.82","24.94","28.74","28.53","34.57","35.6","36.87","41.75","42.66","47.07","47.13","49.69","50.97","48.15","48.72","45.79","",
"Slovak Republic","SVK","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.28","41.49","44.43","48.02","49.66","50.08","51.24","52.58","54.7","56.21","58.91","59.51","60.08","60.67","61.86","61.84","63.13","",
"Slovenia","SVN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.06","86.58","87.98","94.4","99.37","101.71","102.95","104.74","101.5","100.69","96.01","95.98","95.24","93.61","89.65","87.14","78.89","",
"Sweden","SWE","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.47","37.73","37.52","40.69","42.2","42.8","42.8","45.2","43.04","40.55","40.19","40.53","34.77","32","31.86","29.62","28.3","",
"Eswatini","SWZ","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.34","12.4","15.23","16.36","20.35","20.77","24.18","25.19","29.53","31.17","38.19","38.22","38.33","37.2","40.81","37.55","39.82","",
"Sint Maarten (Dutch part)","SXM","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.21","33.78","36.14","37.34","42.32","44.83","44.74","45.93","51.36","64.89","66.84","66.91","73","80.45","83.91","89.99","89.26","",
"Syrian Arab Republic","SYR","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","2.32","7.13","7.53","7.87","8.22","","","","","","","","","",
"Turks and Caicos Islands","TCA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.08","0.08","0.09","0.28","0.34","0.42","0.47","0.4","0.45","0.47","0.86","1.13","1.13","1.15","1.04","1.46","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.32","10.055","11.73","11.83","14.12","15.11","16.8","19.76","21.895","22.935","24.39","25.64","26.94","27.32","27.935","29.72","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.415","13.84","17.94","26.55","41.29","43.65","47.4","47.17","49.65","53.91","55.6","60.56","60","59.42","59.81","61.54","58.02","",
"Togo","TGO","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.83","3.18","4.3","4.78","5.52","5.64","6.1","3.98","6.14","6.08","6.51","",
"Thailand","THA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.86","30.65","42.2","49.24","65.35","73.36","81.89","87.31","94.79","102.35","114.21","117.37","117.62","117.79","117.5","115.09","111.82","",
"Tajikistan","TJK","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.64","1.29","1.97","2.7","3.61","4.54","6.72","8.45","10.55","13.25","14.05","14.44","12.14","11.78","14.97","21.48","",
"Turkmenistan","TKM","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.27","22.25","23.92","25.67","27.23","28.67","33.9","31","35.29","39.785","40.17","40.66","40.655","40.84","41.36","42.235","42.31","",
"Timor-Leste","TLS","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.02","1.96","2.39","2.78","3.45","3.07","5.26","6.63","6.17","11.99","11.66","8.88","13.45","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.07","3.41","4.44","9.72","6.48","7.69","8.64","9.22","10.32","17.04","18.28","18.91","26.71","27.21","27.79","26.13","28.61","",
"Tonga","TON","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6","22.45","19.08","18.88","29.56","29.31","27.66","27.67","27.82","28.01","26.56","26.53","34.06","42.75","40.51","","","",
"South Asia (IDA & IBRD)","TSA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13","0.68","1.11","2.72","3.39","3.9","4.28","6.035","6.445","7.405","8.285","9.005","9.45","10","10.45","10.84","15.47","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.68","1.78","2.16","2.595","3.36","3.25","3.88","4.38","4.905","5.52","5.635","5.92","5.7","6.42","6.1","6.51","",
"Trinidad and Tobago","TTO","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.66","33.93","34.67","35.95","37.4","40.05","40.17","40.66","41.61","42.55","43.04","44.23","43.89","",
"Tunisia","TUN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.31","9.68","11.05","14.11","15.72","17.51","20.36","21.12","22.26","23.14","24.5","26.4","27.76","29.99","30.72","32.21","33.85","",
"Turkiye","TUR","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.46","30.57","33.45","37.46","43.06","45.85","52.3","60.25","66.11","74.9","79.61","82.63","81.23","81.94","83.72","83.95","82.31","",
"Tuvalu","TUV","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.56","0.64","1.89","2.56","3.36","4.07","4.76","5.25","5.71","5.84","","","","","","","",
"Uganda","UGA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.13","1.58","1.85","2.16","2.63","3.36","3.63","3.88","4.22","4.86","4.46","4.64","4.54","4.2","4.15","4.04","3.91","",
"Ukraine","UKR","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.09","28.16","36.72","52.42","70.37","73.14","76.57","84.3","92.8","104.06","95.09","87.12","88.77","97.83","97.39","96.3","93.74","",
"Upper middle income","UMC","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.925","15.4","18.95","26.47","29.955","33.37","35.17","37.25","39.09","44.72","46.99","49.715","50.48","51.99","52.065","56.09","55.86","",
"Uruguay","URY","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.82","","","","","30.23","33.9","39.54","42.7","44.98","52.01","54.78","82.16","84.92","120.07","259.3","261.91","",
"United States","USA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165.78","169.37","167.19","173.84","168.05","173.96","","","","","","","","","","","","",
"Uzbekistan","UZB","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.88","0.97","0.95","0.92","1.67","1.86","3.99","4.34","6.67","8.01","8.48","10.46","21.72","24.33","28.04","38.49","48.41","",
"St. Vincent and the Grenadines","VCT","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.79","20.62","21.74","25.42","25.29","23.86","26.15","26.03","19.7","31.75","31.48","33.63","34.57","35.45","35.14","34.86","34.62","",
"Venezuela, RB","VEN","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.25","24.34","25.99","27.23","27.51","38.53","41.94","42.5","44.48","45.17","48.41","","","","","","",
"British Virgin Islands","VGB","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
